Illness;Link;Symptoms
Acidosis;https://medlineplus.gov/ency/article/001181.htm;Metabolic acidosissymptoms depend on the underlying disease or condition. Metabolic acidosis itself causes rapid and deep breathing as your body tries to compensate for it. Confusion or lethargy may also occur. Severe metabolic acidosis can lead to shock or death. In some situations, metabolic acidosis can be a mild, ongoing (chronic) condition.Respiratory acidosissymptoms can include:ConfusionFatigueLethargyShortness of breathSleepiness
ACL reconstruction;https://medlineplus.gov/ency/article/007208.htm;If you do not have your ACL reconstructed, your knee may continue to be unstable. This increases the chance you may have a meniscus tear. ACL reconstruction may be used for these knee problems:Knee that gives way or feels unstable during daily activitiesKnee painInability to return to sports or other activitiesWhen other ligaments are also injuredWhen your meniscus is tornBefore surgery, talk to your health care provider about the time and effort you will need to recover. You will need to follow a rehabilitation program for 4 to 6 months. Your ability to return to full activity will depend on how well you follow the program.
ACL reconstruction - discharge;https://medlineplus.gov/ency/patientinstructions/000189.htm;You had surgery to reconstruct your anterior cruciate ligament (ACL). The surgeon drilled sockets and tunnels in the bones of your knee and attached the new ligament to the bone. You may also have had surgery to repair other tissue in your knee.
Acne;https://medlineplus.gov/ency/article/000873.htm;Acne commonly appears on the face and shoulders. It may also occur on the trunk, arms, legs, and buttocks. Skin changes include:Crusting of skin bumpsCystsPapules (small red bumps)Pustules(small red bumps containing white or yellow pus)Redness around the skin eruptionsScarring of the skinWhiteheadsBlackheads
Acne - self-care;https://medlineplus.gov/ency/patientinstructions/000750.htm;"To keep your pores from clogging and your skin from becoming too oily:Clean your skin gently with a mild, non-drying soap.It may help to use a wash with salicylic acid or benzoyl if your skin is oily and prone to acne. Remove all dirt or make up.Wash once or twice a day, and also after exercising. Avoid scrubbing or repeated, frequent skin washing.Shampoo your hair daily, if it is oily.Comb or pull your hair back to keep the hair out of your face.Avoid using rubbing alcohol or toners that are very drying to the skin.Avoid oil-based cosmetics.Acne medicines can cause skin drying or peeling. Use a moisturizer or skin cream that is water-based or ""noncomedogenic"" or that clearly states that is safe to use on the face and will not cause acne. Remember that products that say they are noncomedogenic might still cause acne in you personally. Therefore, avoid any product that you find makes your acne worse.A small amount of sun exposure may improve acne slightly. However, too much exposure to sun or in tanning booths increases the risk for skin cancer. Some acne medicines can make your skin more sensitive to the sun. Use sunscreen and hats regularly if you are taking these medicines.Minimizing dairy and high glycemic index foods may help decrease acne flares.To further prevent acne:Do not aggressively squeeze, scratch, pick, or rub pimples. This can lead to skin infections as well as scarring and delayed healing.Avoid wearing tight headbands, baseball caps, and other hats.Avoid touching your face.Avoid greasy cosmetics or creams.Do not leave make up on overnight."
Acoustic neuroma;https://medlineplus.gov/ency/article/000778.htm;The symptoms vary, based on the size and location of the tumor. Because the tumor grows so slowly, symptoms most often start after age 30.Common symptoms include:Abnormal feeling of movement (vertigo)Hearing lossin the affected ear that makes it hard to hear conversationsRinging (tinnitus) in the affected earLess common symptoms include:Difficulty understanding speechDizzinessHeadacheLoss of balanceNumbnessin the face orÂ one earPain in the faceor one earWeakness of the face or facial asymmetry
Acoustic trauma;https://medlineplus.gov/ency/article/001061.htm;Symptoms include:Partial hearing loss that most often involves repeated long-term exposures to loud or high-pitched sounds. The hearing loss may slowly get worse.Noises, ringing in the ear (tinnitus).
Acquired platelet function defect;https://medlineplus.gov/ency/article/000546.htm;"Symptoms may include any of the following:Heavy menstrual periods or prolonged bleeding (more than 5 days each period)Abnormal vaginal bleedingBlood in the urineBleeding under the skinBruisingeasily or pinpoint red spots on the skinGastrointestinal bleedingresulting inbloody, dark black, or tarry bowel movements; orvomiting bloodor material that looks like coffee groundsNosebleeds"
Acrodysostosis;https://medlineplus.gov/ency/article/001248.htm;Symptoms of this disorder include:Frequent middleear infectionsGrowth problems, short arms and legsHearing problemsIntellectual disabilityThe body doesn't respond to certain hormones, even though hormone levels are normalDistinct facial features
Acromegaly;https://medlineplus.gov/ency/article/000321.htm;Symptoms of acromegaly may include any of the following:Body odorBlood in the stoolCarpal tunnel syndromeDecreased muscle strength (weakness)Decreased peripheral visionDental problems, gaps between the teethEasyfatigueEnlarged tongueExcessive height (when excessÂ GH production begins in childhood)Excessive sweatingHeadacheHeart enlargement, which can cause fainting or shortness of breathHoarsenessJaw painJoint pain, limited joint movement, swelling of the bony areas around a jointLarge bones of the face, large jaw and tongue, widely spaced teethLarge feet (change in shoe size), large hands (change in ring or glove size)Large glands in the skin (sebaceous glands) causing oily skin, thickening of the skin, skin tags (growths)Sleep apneaWidened fingers or toes, with swelling, redness, and painOther symptoms that may occur with this disease:Colon polypsExcess hair growth in females (hirsutism)High blood pressureType 2 diabetesThyroid enlargementWeight gain
